predicate;question
http://dbpedia.org/ontology/artist;what is the name of a track released by nina simone
http://dbpedia.org/ontology/location;What's a courthouse in salem
http://dbpedia.org/ontology/industry;what industry is the american state bank in
http://dbpedia.org/ontology/genre;what kind of music does vibronics play
http://dbpedia.org/ontology/location;what tourist attraction is in revelstoke
http://dbpedia.org/ontology/artist;What is an album by alessandro baricco?
http://dbpedia.org/ontology/isPartOf;What's a location inside north carolina
http://dbpedia.org/ontology/timeZone;what location is in the indian standard time?
http://xmlns.com/foaf/0.1/gender;What is bruno grougi's gender?
http://dbpedia.org/ontology/owner;which broadcasting company owns kkob
http://dbpedia.org/ontology/genre;What is the genre of the tv program  trading matters
http://dbpedia.org/ontology/birthPlace;Where was j. n. williamson birthed
http://dbpedia.org/ontology/birthPlace;Who in the film industry was born in kalamazoo
http://xmlns.com/foaf/0.1/gender;what gender is giuseppe samona?
http://dbpedia.org/ontology/genre;Name a science fiction tv program.
http://dbpedia.org/ontology/author;Name a work written by author dav pilkey
http://dbpedia.org/ontology/genre;What type of album is mist king urth?
http://dbpedia.org/ontology/writer;who is the composer for  lovin you
http://dbpedia.org/ontology/genre;What type of music do some girls play
http://xmlns.com/foaf/0.1/gender;What gender is paul dempsey
http://dbpedia.org/ontology/deathCause;Who died from a stroke?
http://dbpedia.org/ontology/timeZone;what is the time zone of hewitt?
http://dbpedia.org/ontology/recordLabel;what artist belongs to warner bros. records
http://purl.org/linguistics/gold/hypernym;What is the profession of vijay raaz
http://dbpedia.org/ontology/recordLabel;what is the label that jobriath is under?
http://dbpedia.org/ontology/influencedBy;which painter influenced byron galvez
http://dbpedia.org/ontology/birthPlace;what largest city of Algeria is roland romanelli from
http://purl.org/linguistics/gold/hypernym;what is the occupation of gladys marin
http://dbpedia.org/ontology/producer;who produced ted
http://dbpedia.org/ontology/isPartOf;What is the name of an amusement park located inthe united states
http://dbpedia.org/ontology/birthPlace;Where was samuel hoar born
http://purl.org/linguistics/gold/hypernym;what kind of release is gypsies
http://dbpedia.org/ontology/birthPlace;Which actress was born in london?
http://dbpedia.org/ontology/hometown;Which country did gerli padar originate in
http://dbpedia.org/ontology/language;whats the name of a bollywood film
http://dbpedia.org/ontology/isPartOf;what is a county in texas
http://dbpedia.org/ontology/isPartOf;which city can yelahanka be found in
http://dbpedia.org/ontology/genre;what albums are rock music
http://dbpedia.org/ontology/locatedInArea;where is the plymouth avenue bridge located
http://dbpedia.org/ontology/isPartOf;In which nation does kollam lie?
http://dbpedia.org/ontology/musicComposer;What film used music contributed by dave stamper
http://dbpedia.org/ontology/director;who directed lady from louisiana
http://purl.org/linguistics/gold/hypernym;what is uscgc boutwell (whec-719)
http://purl.org/linguistics/gold/hypernym;What is an album by Rain
http://purl.org/linguistics/gold/hypernym;What is anton heinrich springer a notable example of
http://dbpedia.org/ontology/genre;what type of computer video game is langrisser v: the end of legend
http://dbpedia.org/ontology/isPartOf;where is the faroe islands located?
http://dbpedia.org/ontology/birthPlace;from what city is visvanathan rudrakumaran from
http://purl.org/linguistics/gold/hypernym;2201 oljato is an example of what celestial object?
http://dbpedia.org/ontology/country;what is a town located in south australia
http://dbpedia.org/ontology/country;what state is reed college in?
http://purl.org/linguistics/gold/hypernym;What is Chase McBride's profession?
http://dbpedia.org/ontology/literaryGenre;What is one book that's considered a suspense genre?
http://dbpedia.org/ontology/writer;who is the lyricist of casey jones?
http://dbpedia.org/ontology/isPartOf;What's a city located in campeche
http://dbpedia.org/ontology/isPartOf;what state is salem township found in
http://dbpedia.org/ontology/country;what country is the film in the mirror of maya deren from
http://dbpedia.org/ontology/creator;which character did ralph macchio (comics) create
http://dbpedia.org/ontology/language;In what language is repetition written in?
http://dbpedia.org/ontology/recordLabel;what is the label of the artist jamiroquai?
http://dbpedia.org/ontology/publisher;What is the title of a game that capcom published?
http://purl.org/linguistics/gold/hypernym;What is clara campoamor rodriguez's profession?
http://dbpedia.org/ontology/birthPlace;where was mark gilroy born
http://dbpedia.org/ontology/nationality;which country was santiago schnell born
http://dbpedia.org/ontology/recordLabel;Name an artist signed to sst records.
http://dbpedia.org/ontology/instrument;which instrument did eugene francis jnr play
http://dbpedia.org/ontology/position;What position did yvan rajoarimanana play
http://dbpedia.org/ontology/birthPlace;which city was zygmunt solorz-Zak originally from
http://dbpedia.org/ontology/timeZone;What time zone is Rochester in?
http://dbpedia.org/ontology/genre;what types of music is sub rosa
http://dbpedia.org/ontology/deathPlace;Where did lloyd haynes die?
http://dbpedia.org/ontology/place;what happened at salta province
http://dbpedia.org/ontology/timeZone;what city uses pacific time zone
http://dbpedia.org/ontology/isPartOf;What's a place in michigan
http://dbpedia.org/ontology/position;Which position did george smith play?
http://dbpedia.org/ontology/genre;Who is a latin artist
http://dbpedia.org/ontology/type;what is a high school in maryland?
http://dbpedia.org/ontology/genre;whats the name of a rock music album
http://dbpedia.org/ontology/country;what country is ramo nakajima from
http://purl.org/linguistics/gold/hypernym;what is enrico de nicola's profession
http://dbpedia.org/ontology/isPartOf;what are the cities in lemhi county
http://dbpedia.org/ontology/language;What is the language spoken in 99
http://dbpedia.org/ontology/isPartOf;Name a famous landmark in shropshire.
http://dbpedia.org/ontology/hometown;Where did timbuk 3 originate
http://purl.org/linguistics/gold/hypernym;what is a type of album?
http://dbpedia.org/ontology/distributor;What films has touchstone pictures released
http://dbpedia.org/ontology/genre;what music genre is on a discord electric?
http://dbpedia.org/ontology/ideology;What is the basic ideology of the democrats of the left
http://dbpedia.org/ontology/recordLabel;which musician recorded bluebird records
http://dbpedia.org/ontology/genre;what kind of music does lipps inc perform
http://dbpedia.org/ontology/genre;what type of music does reamonn perform
http://dbpedia.org/ontology/isPartOf;What country is cahuilla hills located in
http://dbpedia.org/ontology/genre;what music does the cinematic orchestra perform?
http://dbpedia.org/ontology/genre;what is a death metal album called
http://dbpedia.org/ontology/author;what are some works by jackie collins?
http://dbpedia.org/ontology/deathPlace;where did herbert f. leary pass away
http://dbpedia.org/ontology/isPartOf;Which college is located in new york?
http://dbpedia.org/ontology/birthPlace;where was dennis prager born
http://dbpedia.org/ontology/type;Name a magnet school
http://dbpedia.org/ontology/artist;what album features neil finn
http://dbpedia.org/ontology/successor;What model came after the saturn l-series
http://dbpedia.org/ontology/isPartOf;What is a township located within Indiana, united states?
http://xmlns.com/foaf/0.1/gender;what is john harris's gender
http://dbpedia.org/ontology/creator;Who created the character the shining knight
http://dbpedia.org/ontology/birthPlace;Which nation is madhur jaffrey from?
http://dbpedia.org/ontology/language;what film is considered bollywood?
http://dbpedia.org/ontology/author;What is a book that david leavitt wrote?
http://dbpedia.org/ontology/musicComposer;what type of school type is central high school?
http://dbpedia.org/ontology/country;What country is noholme from
http://dbpedia.org/ontology/broadcastArea;Which area does dzlb-fm serve?
http://dbpedia.org/ontology/genre;Name a  rock music artist
http://dbpedia.org/ontology/genre;Who is a pop music artist
http://dbpedia.org/ontology/birthPlace;Who was born in christchurch?
http://dbpedia.org/ontology/artist;What's a track by ray brown?
http://dbpedia.org/ontology/isPartOf;What historic site is located in sullivan county
http://dbpedia.org/ontology/isPartOf;Name a located within warrick county, indiana.
http://dbpedia.org/ontology/genre;what nintendo ds fighting game was released in 2011
http://dbpedia.org/ontology/genre;What kind of album is take this to your grave?
http://dbpedia.org/ontology/artist;What is the name of a track by john coltrane
http://dbpedia.org/ontology/location;what post office is in niagara falls
http://dbpedia.org/ontology/instrument;What instrument is glenn tipton known for
http://dbpedia.org/ontology/genre;whats the name of an artist known for pop music
http://dbpedia.org/ontology/genre;what kind of cvg is torneko no daiboken: fushigi no dungeon
http://xmlns.com/foaf/0.1/gender;What gender is rarua dikana
http://purl.org/linguistics/gold/hypernym;what is millersburg, indiana
http://dbpedia.org/ontology/director;what films were directed by david gordon green?
http://dbpedia.org/ontology/birthPlace;what's the name of a relief pitcher born in maracaibo
http://dbpedia.org/ontology/position;tininho plays which position?
http://dbpedia.org/ontology/artist;What's an album from jeremy spencer
http://dbpedia.org/ontology/genre;who is a rock music artist
http://dbpedia.org/ontology/region;Where is the hino
http://dbpedia.org/ontology/country;what country is pirna located in
http://dbpedia.org/ontology/genre;what program is from the genre game show
http://dbpedia.org/ontology/director;who directed jeena yahan?
http://dbpedia.org/ontology/isPartOf;where in the world is there a lake ann
http://dbpedia.org/ontology/position;what person plays the baseball position of a pitcher?
